Issue Key,Title,Link,Labels,Project ID,Project Key,Project Name,Status,Resolution,GitHub Project Link
CASSANDRA-17708,Fix flaky testOutboundConnectionsAreRejectedWhenAuthFails,https://issues.apache.org/jira/browse/CASSANDRA-17708,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
ZOOKEEPER-3042,testFailedTxnAsPartOfQuorumLoss is flaky,https://issues.apache.org/jira/browse/ZOOKEEPER-3042,"flaky, pull-request-available",12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
HTTPCORE-747,Some flaky tests,https://issues.apache.org/jira/browse/HTTPCORE-747,volunteers-wanted,12310340,HTTPCORE,HttpComponents HttpCore,Resolved,Fixed,https://github.com/apache/httpcomponents httpcore
HBASE-21846,Flaky Test: testMultiRowRangeWithFilterListOrOperatorWithBlkCnt,https://issues.apache.org/jira/browse/HBASE-21846,,12310753,HBASE,HBase,Resolved,Resolved,https://github.com/apache/hbase
ZOOKEEPER-2913,testEphemeralNodeDeletion is flaky,https://issues.apache.org/jira/browse/ZOOKEEPER-2913,"flaky, pull-request-available",12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
CASSANDRA-17670,Flaky CompactStorageTest,https://issues.apache.org/jira/browse/CASSANDRA-17670,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
HDDS-2535,TestOzoneManagerDoubleBufferWithOMResponse is flaky,https://issues.apache.org/jira/browse/HDDS-2535,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
IGNITE-14033,.NET: MessagingTest.TestRemoteListen is flaky,https://issues.apache.org/jira/browse/IGNITE-14033,.NET,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HBASE-8256,Add category Flaky for tests which are flaky,https://issues.apache.org/jira/browse/HBASE-8256,,12310753,HBASE,HBase,Closed,Won't Fix,https://github.com/apache/hbase
BEAM-9779,HL7v2IOWriteIT is flaky,https://issues.apache.org/jira/browse/BEAM-9779,,12319527,BEAM,Beam,Resolved,Fixed,https://github.com/apache/beam
IGNITE-15986,.NET: ClientConnectionTest.TestFailover is flaky,https://issues.apache.org/jira/browse/IGNITE-15986,.NET,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
MESOS-2174,Fix Flaky Tests,https://issues.apache.org/jira/browse/MESOS-2174,mesosphere,12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
ZOOKEEPER-3193,Flaky: org.apache.zookeeper.test.SaslAuthFailNotifyTest,https://issues.apache.org/jira/browse/ZOOKEEPER-3193,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
ZOOKEEPER-3074,Flaky test:org.apache.zookeeper.server.ServerStatsTest.testLatencyMetrics,https://issues.apache.org/jira/browse/ZOOKEEPER-3074,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
NIFI-10642,Test groupByStringMixedNumberOfRecords is Flaky,https://issues.apache.org/jira/browse/NIFI-10642,,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
GEODE-4618,Mark OplogJUnitTest.testEntryAlreadyWrittenIsCorrectlyUnmarkedForOverflowOnly as flaky,https://issues.apache.org/jira/browse/GEODE-4618,pull-request-available,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
ZOOKEEPER-3396,Flaky test in RestoreCommittedLogTest,https://issues.apache.org/jira/browse/ZOOKEEPER-3396,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Resolved,Fixed,https://github.com/apache/zookeeper
CASSANDRA-17217,LocalReadSizeWarningTest#failThresholdSinglePartition is flaky,https://issues.apache.org/jira/browse/CASSANDRA-17217,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
HDDS-1434,TestDatanodeStateMachine is flaky,https://issues.apache.org/jira/browse/HDDS-1434,"ozone-flaky-test, pull-request-available",12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HBASE-15896,Add timeout tests to flaky list from report-flakies.py,https://issues.apache.org/jira/browse/HBASE-15896,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
BEAM-5709,Tests in BeamFnControlServiceTest are flaky.,https://issues.apache.org/jira/browse/BEAM-5709,flake,12319527,BEAM,Beam,Resolved,Fixed,https://github.com/apache/beam
IGNITE-10087,IgniteClientReconnectMassiveShutdownTest.testMassiveServersShutdown1 is flaky in master,https://issues.apache.org/jira/browse/IGNITE-10087,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
IGNITE-12234,.NET: Fix flaky tests,https://issues.apache.org/jira/browse/IGNITE-12234,.NET,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HBASE-15012,Flakies: Umbrella issue to hang current set of flakies from,https://issues.apache.org/jira/browse/HBASE-15012,,12310753,HBASE,HBase,Closed,Done,https://github.com/apache/hbase
GEODE-5399,Remove the flaky category,https://issues.apache.org/jira/browse/GEODE-5399,"pull-request-available, swat",12318420,GEODE,Geode,Resolved,Fixed,https://github.com/apache/geode
HDDS-1779,TestWatchForCommit tests are flaky,https://issues.apache.org/jira/browse/HDDS-1779,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
AVRO-3690,Detected a flaky test ‘testMultipleFieldAliases’,https://issues.apache.org/jira/browse/AVRO-3690,pull-request-available,12310911,AVRO,Apache Avro,Resolved,Fixed,https://github.com/apache/apache avro
HBASE-21518,TestMasterFailoverWithProcedures is flaky,https://issues.apache.org/jira/browse/HBASE-21518,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HIVE-26876,Disable flaky Spark Tests in branch-3,https://issues.apache.org/jira/browse/HIVE-26876,pull-request-available,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
MESOS-2627,ExamplesTest.PersistentVolumeFramework is flaky,https://issues.apache.org/jira/browse/MESOS-2627,"flaky, flaky-test",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
MESOS-9014,MasterAPITest.SubscribersReceiveHealthUpdates is flaky,https://issues.apache.org/jira/browse/MESOS-9014,"Mesosphere, flaky-test",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
BEAM-2129,KafkaIOTest.testUnboundedSourceMetrics is flaky,https://issues.apache.org/jira/browse/BEAM-2129,"Done, flake",12319527,BEAM,Beam,Resolved,Fixed,https://github.com/apache/beam
MESOS-8334,PartitionedSlaveReregistrationMasterFailover is flaky.,https://issues.apache.org/jira/browse/MESOS-8334,flaky-test,12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HIVE-27062,Disable flaky test TestRpc#testClientTimeout,https://issues.apache.org/jira/browse/HIVE-27062,pull-request-available,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
HIVE-23838,KafkaRecordIteratorTest is flaky,https://issues.apache.org/jira/browse/HIVE-23838,pull-request-available,12310843,HIVE,Hive,Open,,https://github.com/apache/hive
ZOOKEEPER-3480,Flaky test CommitProcessorMetricsTest.testConcurrentRequestProcessingInCommitProcessor,https://issues.apache.org/jira/browse/ZOOKEEPER-3480,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Resolved,Fixed,https://github.com/apache/zookeeper
YARN-8605,TestDominantResourceFairnessPolicy.testModWhileSorting is flaky,https://issues.apache.org/jira/browse/YARN-8605,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
ZOOKEEPER-3141,testLeaderElectionWithDisloyalVoter is flaky,https://issues.apache.org/jira/browse/ZOOKEEPER-3141,,12310801,ZOOKEEPER,ZooKeeper,Reopened,,https://github.com/apache/zookeeper
HBASE-6006,TestDelayedRpc is flaky,https://issues.apache.org/jira/browse/HBASE-6006,,12310753,HBASE,HBase,Closed,Not A Problem,https://github.com/apache/hbase
HBASE-27437,TestHeapSize is flaky,https://issues.apache.org/jira/browse/HBASE-27437,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HBASE-19555,TestSplitTransactionOnCluster is flaky,https://issues.apache.org/jira/browse/HBASE-19555,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HIVE-23801,TestMiniLlapLocalCliDriver[replication_metrics_ingest] is flaky,https://issues.apache.org/jira/browse/HIVE-23801,pull-request-available,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
SAMZA-1047,testEndOfStreamWithOutOfOrderProcess is flaky,https://issues.apache.org/jira/browse/SAMZA-1047,,12314526,SAMZA,Samza,Resolved,Fixed,https://github.com/apache/samza
COLLECTIONS-768,Flat3MapTest.tesetEntrySet() is flaky,https://issues.apache.org/jira/browse/COLLECTIONS-768,"easyfix, pull-request-available",12310465,COLLECTIONS,Commons Collections,Resolved,Resolved,https://github.com/apache/commons collections
HIVE-15078,Flaky dummy,https://issues.apache.org/jira/browse/HIVE-15078,,12310843,HIVE,Hive,Patch Available,,https://github.com/apache/hive
HBASE-23658,Fix flaky TestSnapshotFromMaster,https://issues.apache.org/jira/browse/HBASE-23658,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
COLLECTIONS-775,CollectionUtilsTest.getFromMap() is flaky,https://issues.apache.org/jira/browse/COLLECTIONS-775,"pull-request-available, test",12310465,COLLECTIONS,Commons Collections,Resolved,Fixed,https://github.com/apache/commons collections
OOZIE-3327,TestConcurrentCopyFromLocal is flaky,https://issues.apache.org/jira/browse/OOZIE-3327,,12311620,OOZIE,Oozie,Resolved,Cannot Reproduce,https://github.com/apache/oozie
BEAM-7680,synthetic_pipeline_test.py flaky,https://issues.apache.org/jira/browse/BEAM-7680,,12319527,BEAM,Beam,Resolved,Fixed,https://github.com/apache/beam
IGNITE-9769,IgniteCacheAtomicProtocolTest.testPutReaderUpdate1 is flaky,https://issues.apache.org/jira/browse/IGNITE-9769,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
YARN-6222,TestFairScheduler.testReservationMetrics is flaky,https://issues.apache.org/jira/browse/YARN-6222,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
HBASE-17657,TestZKAsyncRegistry is flaky ,https://issues.apache.org/jira/browse/HBASE-17657,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
IGNITE-12000,IgniteSqlQueryMinMaxTest is flaky,https://issues.apache.org/jira/browse/IGNITE-12000,,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
IGNITE-12601,DistributedMetaStoragePersistentTest.testUnstableTopology is flaky,https://issues.apache.org/jira/browse/IGNITE-12601,,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HBASE-15917,Flaky tests dashboard,https://issues.apache.org/jira/browse/HBASE-15917,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
KUDU-2734,RemoteKsckTest.TestClusterWithLocation is flaky,https://issues.apache.org/jira/browse/KUDU-2734,,12319523,KUDU,Kudu,Resolved,Fixed,https://github.com/apache/kudu
HBASE-27162,TestReplicationValueCompressedWAL is flaky,https://issues.apache.org/jira/browse/HBASE-27162,,12310753,HBASE,HBase,Open,,https://github.com/apache/hbase
KUDU-614,MasterFailoverTest.TestRenameTableSync flaky,https://issues.apache.org/jira/browse/KUDU-614,,12319523,KUDU,Kudu,Resolved,Fixed,https://github.com/apache/kudu
IGNITE-15651,CacheGroupReencryptionTest.testReencryptionMetrics is flaky,https://issues.apache.org/jira/browse/IGNITE-15651,,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
ZEPPELIN-3535,Disable flaky tests,https://issues.apache.org/jira/browse/ZEPPELIN-3535,,12316221,ZEPPELIN,Zeppelin,Closed,Fixed,https://github.com/apache/zeppelin
CASSANDRA-19198,[Analytics] Flaky test: SSTableInputStreamTests#testTimeoutShouldAccountForActivityTime,https://issues.apache.org/jira/browse/CASSANDRA-19198,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
KARAF-6042,WebSocketExampleTest is flaky,https://issues.apache.org/jira/browse/KARAF-6042,,12311140,KARAF,Karaf,Resolved,Fixed,https://github.com/apache/karaf
KAFKA-15411,DelegationTokenEndToEndAuthorizationWithOwnerTest is Flaky ,https://issues.apache.org/jira/browse/KAFKA-15411,flaky-test,12311720,KAFKA,Kafka,Reopened,,https://github.com/apache/kafka
HBASE-20362,TestMasterShutdown.testMasterShutdownBeforeStartingAnyRegionServer is flaky,https://issues.apache.org/jira/browse/HBASE-20362,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
ZOOKEEPER-3159,Flaky: ClientRequestTimeoutTest.testClientRequestTimeout,https://issues.apache.org/jira/browse/ZOOKEEPER-3159,"flaky, flaky-test, pull-request-available",12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
HIVE-15711,Flaky TestEmbeddedThriftBinaryCLIService.testTaskStatus,https://issues.apache.org/jira/browse/HIVE-15711,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
HBASE-10661,TestStochasticLoadBalancer.testRegionReplicationOnMidClusterWithRacks() is flaky,https://issues.apache.org/jira/browse/HBASE-10661,,12310753,HBASE,HBase,Closed,Fixed,https://github.com/apache/hbase
IGNITE-17035,The testChangeSnapshotTransferRateInRuntime test is flaky.,https://issues.apache.org/jira/browse/IGNITE-17035,ise,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HDFS-6067,TestPread.testMaxOutHedgedReadPool is flaky,https://issues.apache.org/jira/browse/HDFS-6067,,12310942,HDFS,Hadoop HDFS,Closed,Fixed,https://github.com/apache/hadoop hdfs
IGNITE-17585,flaky ItCommonApiTest.testSessionExpiration,https://issues.apache.org/jira/browse/IGNITE-17585,ignite-3,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
MESOS-8076,PersistentVolumeTest.SharedPersistentVolumeRescindOnDestroy is flaky.,https://issues.apache.org/jira/browse/MESOS-8076,"flaky, flaky-test",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
GEODE-7114,CI failure: TransactionTimeOutDUnitTest.test4 is flaky,https://issues.apache.org/jira/browse/GEODE-7114,GeodeCommons,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
IGNITE-12607,PartitionsExchangeAwareTest is flaky,https://issues.apache.org/jira/browse/IGNITE-12607,,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
EXEC-120,Some flaky tests,https://issues.apache.org/jira/browse/EXEC-120,,12310814,EXEC,Commons Exec,Open,,https://github.com/apache/commons exec
IGNITE-10779,PagesWriteThrottleSmokeTest.testThrottle is flaky,https://issues.apache.org/jira/browse/IGNITE-10779,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
IGNITE-18708,ItGeneratedRestClientTest.updateTheSameNodeConfiguration() is flaky,https://issues.apache.org/jira/browse/IGNITE-18708,ignite-3,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HBASE-27169,TestSeparateClientZKCluster is flaky,https://issues.apache.org/jira/browse/HBASE-27169,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
IGNITE-10437,GridCacheWriteBehindStoreMultithreadedSelfTest.testFlushFromTheSameThreadWithCoalescing is flaky,https://issues.apache.org/jira/browse/IGNITE-10437,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HBASE-20533,Fix the flaky TestAssignmentManagerMetrics,https://issues.apache.org/jira/browse/HBASE-20533,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
YARN-1268,TestFairScheduler.testContinuousScheduling is flaky,https://issues.apache.org/jira/browse/YARN-1268,,12313722,YARN,Hadoop YARN,Closed,Fixed,https://github.com/apache/hadoop yarn
MESOS-1013,ExamplesTest.JavaLog is flaky,https://issues.apache.org/jira/browse/MESOS-1013,"flaky, mesosphere",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HBASE-16674,fix flaky TestAsyncLogRolling.testLogRollOnDatanodeDeath(),https://issues.apache.org/jira/browse/HBASE-16674,,12310753,HBASE,HBase,Resolved,Cannot Reproduce,https://github.com/apache/hbase
FINERACT-780,HookIntegrationTest is flaky,https://issues.apache.org/jira/browse/FINERACT-780,,12319420,FINERACT,Apache Fineract,Resolved,Fixed,https://github.com/apache/apache fineract
KUDU-2576,TlsSocketTest.TestRecvFailure is flaky,https://issues.apache.org/jira/browse/KUDU-2576,,12319523,KUDU,Kudu,Resolved,Fixed,https://github.com/apache/kudu
GEODE-3530,All DistributedTests that extend CliCommandTestBase are Flaky,https://issues.apache.org/jira/browse/GEODE-3530,"CliCommandTestBase, DistributedTest, Flaky, pull-request-available, swat",12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
COLLECTIONS-769,UnmodifiableMultiValuedMapTest is flaky,https://issues.apache.org/jira/browse/COLLECTIONS-769,"pull-request-available, test",12310465,COLLECTIONS,Commons Collections,Resolved,Fixed,https://github.com/apache/commons collections
HBASE-20363,TestNamespaceAuditor.testRegionMerge is flaky,https://issues.apache.org/jira/browse/HBASE-20363,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
ZOOKEEPER-3651,NettyServerCnxnFactoryTest is flaky,https://issues.apache.org/jira/browse/ZOOKEEPER-3651,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
KAFKA-9523,Reduce flakiness of BranchedMultiLevelRepartitionConnectedTopologyTest,https://issues.apache.org/jira/browse/KAFKA-9523,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
HIVE-19575,TestAutoPurgeTables seems flaky,https://issues.apache.org/jira/browse/HIVE-19575,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
HBASE-9851,TestHBaseFsck.testQuarantineMissingHFile is flaky,https://issues.apache.org/jira/browse/HBASE-9851,,12310753,HBASE,HBase,Closed,Fixed,https://github.com/apache/hbase
MESOS-9316,FsTest.Used is flaky,https://issues.apache.org/jira/browse/MESOS-9316,"flaky, flaky-test",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HBASE-16434,Improve flaky dashboard,https://issues.apache.org/jira/browse/HBASE-16434,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HIVE-26820,Disable hybridgrace_hashjoin_2.q flaky test,https://issues.apache.org/jira/browse/HIVE-26820,pull-request-available,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
ZOOKEEPER-2922,Flaky Test: org.apache.zookeeper.test.LoadFromLogTest,https://issues.apache.org/jira/browse/ZOOKEEPER-2922,"flaky, flaky-test",12310801,ZOOKEEPER,ZooKeeper,Resolved,Won't Fix,https://github.com/apache/zookeeper
HIVE-24219,Disable flaky TestStreaming,https://issues.apache.org/jira/browse/HIVE-24219,pull-request-available,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
NIFI-10592,flaky tests caused by the nondeterministic order of HashMap,https://issues.apache.org/jira/browse/NIFI-10592,,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
MESOS-8872,OperationReconciliationTest.AgentPendingOperationAfterMasterFailover is flaky.,https://issues.apache.org/jira/browse/MESOS-8872,"flaky-test, mesosphere",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HDDS-1921,TestOzoneManagerDoubleBufferWithOMResponse is flaky,https://issues.apache.org/jira/browse/HDDS-1921,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HBASE-19942,Fix flaky TestSimpleRpcScheduler,https://issues.apache.org/jira/browse/HBASE-19942,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HIVE-27502,Fix flaky test HiveKafkaProducerTest,https://issues.apache.org/jira/browse/HIVE-27502,pull-request-available,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
HDDS-1409,TestOzoneClientRetriesOnException is flaky,https://issues.apache.org/jira/browse/HDDS-1409,"TriagePending, ozone-flaky-test",12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
HBASE-24712,[Flaky] TestMasterNoCluster.testStopDuringStart on master,https://issues.apache.org/jira/browse/HBASE-24712,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
IGNITE-17946,.NET: PartitionLossTest.TestReadWriteAll is flaky,https://issues.apache.org/jira/browse/IGNITE-17946,.NET,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
MXNET-644,Flaky Test Detector,https://issues.apache.org/jira/browse/MXNET-644,,12321623,MXNET,Apache MXNet (Retired),To Do,,https://github.com/apache/apache mxnet (retired)
HBASE-20465,Fix TestEnableRSGroup flaky,https://issues.apache.org/jira/browse/HBASE-20465,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
GEODE-5065,DataSerializerPropagationDUnitTest.testServerUpFirstClientLater is flaky,https://issues.apache.org/jira/browse/GEODE-5065,pull-request-available,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
HDFS-15952,TestRouterRpcMultiDestination#testProxyGetTransactionID and testProxyVersionRequest are flaky,https://issues.apache.org/jira/browse/HDFS-15952,pull-request-available,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
KUDU-3432,TableKeyRangeTest.TestGetTableKeyRange is flaky,https://issues.apache.org/jira/browse/KUDU-3432,,12319523,KUDU,Kudu,Resolved,Fixed,https://github.com/apache/kudu
HBASE-7418,HFileLink flaky tests,https://issues.apache.org/jira/browse/HBASE-7418,,12310753,HBASE,HBase,Closed,Fixed,https://github.com/apache/hbase
MESOS-8124,PosixRLimitsIsolatorTest.TaskExceedingLimit is flaky.,https://issues.apache.org/jira/browse/MESOS-8124,flaky-test,12311242,MESOS,Mesos,Open,,https://github.com/apache/mesos
HDDS-1410,TestSCMNodeMetrics is flaky,https://issues.apache.org/jira/browse/HDDS-1410,ozone-flaky-test,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
MESOS-9521,MasterAPITest.OperationUpdatesUponAgentGone is flaky,https://issues.apache.org/jira/browse/MESOS-9521,"flaky, flaky-test, foundations",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HDDS-1709,TestScmSafeNode is flaky,https://issues.apache.org/jira/browse/HDDS-1709,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
ZOOKEEPER-3089,Flaky test:StaticHostProviderTest.testNextDoesNotSleepForZero,https://issues.apache.org/jira/browse/ZOOKEEPER-3089,,12310801,ZOOKEEPER,ZooKeeper,Closed,Not A Problem,https://github.com/apache/zookeeper
MESOS-8308,CommandExecutorCheckTest.CommandCheckTimeout is flaky on Windows,https://issues.apache.org/jira/browse/MESOS-8308,"executor, windows",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
ZOOKEEPER-2953,Flaky Test: testNoLogBeforeLeaderEstablishment,https://issues.apache.org/jira/browse/ZOOKEEPER-2953,,12310801,ZOOKEEPER,ZooKeeper,Resolved,Fixed,https://github.com/apache/zookeeper
MXNET-645,Implement Flakiness Checker,https://issues.apache.org/jira/browse/MXNET-645,,12321623,MXNET,Apache MXNet (Retired),Done,,https://github.com/apache/apache mxnet (retired)
FLINK-25659,LogicalRelDataTypeConverterTest is flaky on Azure,https://issues.apache.org/jira/browse/FLINK-25659,"pull-request-available, test-stability",12315522,FLINK,Flink,Closed,Fixed,https://github.com/apache/flink
CASSANDRA-19275,Flaky Host replacement tests and shrink tests,https://issues.apache.org/jira/browse/CASSANDRA-19275,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
NIFI-10639,Test testAddedRowsTwoTables is Flaky,https://issues.apache.org/jira/browse/NIFI-10639,,12316020,NIFI,Apache NiFi,Open,,https://github.com/apache/apache nifi
FLINK-25083,Flaky Test in RowTest,https://issues.apache.org/jira/browse/FLINK-25083,"pull-request-available, stale-minor",12315522,FLINK,Flink,Closed,Incomplete,https://github.com/apache/flink
CASSANDRA-16562,Fix flaky testSkipScrubCorruptedCounterRowWithTool,https://issues.apache.org/jira/browse/CASSANDRA-16562,,12310865,CASSANDRA,Cassandra,Resolved,Duplicate,https://github.com/apache/cassandra
CASSANDRA-16758,Flaky ClientResourceLimitsTest,https://issues.apache.org/jira/browse/CASSANDRA-16758,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
RYA-350,Flaky Test: PeriodicNotificationExporterIT.testExporter,https://issues.apache.org/jira/browse/RYA-350,,12319020,RYA,Rya,Resolved,Fixed,https://github.com/apache/rya
CASSANDRA-16684,Flaky MemtableSizeTest,https://issues.apache.org/jira/browse/CASSANDRA-16684,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
GEODE-4374,ShutdownCommandOverHttpDUnitTest appears to be flaky,https://issues.apache.org/jira/browse/GEODE-4374,pull-request-available,12318420,GEODE,Geode,Resolved,Fixed,https://github.com/apache/geode
HIVE-12628,Eliminate flakiness in TestMetrics,https://issues.apache.org/jira/browse/HIVE-12628,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
CASSANDRA-15974,SASIIndexTest is flaky in cassandra-3.11,https://issues.apache.org/jira/browse/CASSANDRA-15974,,12310865,CASSANDRA,Cassandra,Triage Needed,,https://github.com/apache/cassandra
HDDS-1413,TestCloseContainerCommandHandler is flaky,https://issues.apache.org/jira/browse/HDDS-1413,"ozone-flaky-test, pull-request-available",12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
NIFI-10774,Flaky Tests in TestGetHDFSFileInfo,https://issues.apache.org/jira/browse/NIFI-10774,,12316020,NIFI,Apache NiFi,Open,,https://github.com/apache/apache nifi
MESOS-615,AllocatorTest/0.RoleTest is flaky.,https://issues.apache.org/jira/browse/MESOS-615,twitter,12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HBASE-21766,TestSimpleRpcScheduler is flaky (branch-1),https://issues.apache.org/jira/browse/HBASE-21766,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HADOOP-18511,TestDecayRpcScheduler.testPriority is a flaky test,https://issues.apache.org/jira/browse/HADOOP-18511,pull-request-available,12310240,HADOOP,Hadoop Common,Open,,https://github.com/apache/hadoop common
HBASE-15360,Fix flaky TestSimpleRpcScheduler,https://issues.apache.org/jira/browse/HBASE-15360,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HIVE-15168,Flaky test: TestSparkClient.testJobSubmission (still flaky),https://issues.apache.org/jira/browse/HIVE-15168,,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
HDDS-1682,TestEventWatcher.testMetrics is flaky,https://issues.apache.org/jira/browse/HDDS-1682,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
MESOS-8873,StorageLocalResourceProviderTest.ROOT_ZeroSizedDisk is flaky.,https://issues.apache.org/jira/browse/MESOS-8873,"flaky-test, mesosphere, storage",12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
